Time [ms];Mass flow rate [g/s]
0.0192;1.89300051539
0.0194;1.89503482145
0.0196;1.89706925417
0.0198;1.89910381332
0.02;1.90113849867
0.0202;1.90317331001
0.0204;1.90506195944
0.0206;1.90689733175
0.0208;1.90873283645
0.021;1.91056847321
0.0212;1.91240424171
0.0214;1.91424014161
0.0216;1.91597291793
0.0218;1.91763240641
0.022;1.91929203136
0.0222;1.92095179236
0.0224;1.92261168899
0.0226;1.92427172083
0.0228;1.92593188744
0.023;1.92744085786
0.0232;1.92894449032
0.0234;1.9304482614
0.0236;1.93195217061
0.0238;1.93345621744
0.024;1.93496040137
0.0242;1.93646472189
0.0244;1.93784977768
0.0246;1.9392147814
0.0248;1.94057992455
0.025;1.94194520652
0.0252;1.94331062675
0.0254;1.94467618463
0.0256;1.94604187955
0.0258;1.94737828489
0.026;1.94861963054
0.0262;1.94986111521
0.0264;1.95110273825
0.0266;1.952344499
0.0268;1.95358639677
0.027;1.95482843092
0.0272;1.95607060075
0.0274;1.957303063
0.0276;1.95843394255
0.0278;1.95956495897
0.028;1.96069611154
0.0282;1.96182739952
0.0284;1.96295882218
0.0286;1.96409037877
0.0288;1.96522206856
0.029;1.96635389078
0.0292;1.96744654314
0.0294;1.96847850577
0.0296;1.96951060132
0.0298;1.97054282898
0.03;1.97157518796
0.0302;1.97260767746
0.0304;1.97364029666
0.0306;1.97467304475
0.0308;1.97570592091
0.031;1.97672722482
0.0312;1.97767027696
0.0314;1.97861345704
0.0316;1.97955676422
0.0318;1.98050019762
0.032;1.98144375639
0.0322;1.98238743965
0.0324;1.98333124652
0.0326;1.98427517613
0.0328;1.9852192276
0.033;1.98614056371
0.0332;1.98700362922
0.0334;1.98786681592
0.0336;1.98873012289
0.0338;1.98959354921
0.034;1.99045709395
0.0342;1.99132075618
0.0344;1.99218453497
0.0346;1.99304842939
0.0348;1.99391243849
0.035;1.99477656133
0.0352;1.9955800781
0.0354;1.99637102019
0.0356;1.99716207485
0.0358;1.99795324112
0.036;1.99874451802
0.0362;1.99953590458
0.0364;2.00032739979
0.0366;2.00111900268
0.0368;2.00191071225
0.037;2.00270252751
0.0372;2.00349444746
0.0374;2.00423669447
0.0376;2.00496234552
0.0378;2.00568809968
0.038;2.00641395594
0.0382;2.00713991326
0.0384;2.00786597062
0.0386;2.00859212698
0.0388;2.0093183813
0.039;2.01004473255
0.0392;2.01077117967
0.0394;2.01149772162
0.0396;2.01222273574
0.0398;2.012889146
0.04;2.01355564917
0.0402;2.01422224418
0.0404;2.01488892997
0.0406;2.01555570546
0.0408;2.01622256956
0.041;2.0168895212
0.0412;2.0175565593
0.0414;2.01822368276
0.0416;2.0188908905
0.0418;2.01955818143
0.042;2.02022555446
0.0422;2.02085778927
0.0424;2.02147049172
0.0426;2.02208327401
0.0428;2.02269613503
0.043;2.02330907368
0.0432;2.02392208883
0.0434;2.02453517936
0.0436;2.02514834415
0.0438;2.02576158207
0.044;2.026374892
0.0442;2.0269882728
0.0444;2.02760172334
0.0446;2.02821524249
0.0448;2.0288000724
0.045;2.02936379325
0.0452;2.0299275802
0.0454;2.0304914321
0.0456;2.03105534779
0.0458;2.03161932612
0.046;2.03218336594
0.0462;2.03274746608
0.0464;2.03331162538
0.0466;2.03387584268
0.0468;2.03444011681
0.047;2.03500444662
0.0472;2.03556883092
0.0474;2.03613326855
0.0476;2.03666093203
0.0478;2.03717992695
0.048;2.03769897247
0.0482;2.03821806739
0.0484;2.03873721054
0.0486;2.03925640073
0.0488;2.03977563677
0.049;2.04029491747
0.0492;2.04081424165
0.0494;2.0413336081
0.0496;2.04185301563
0.0498;2.04237246305
0.05;2.04289194917
0.0502;2.04341147277
0.0504;2.04391767282
0.0506;2.04439565703
0.0508;2.04487367583
0.051;2.04535172799
0.0512;2.04582981231
0.0514;2.04630792758
0.0516;2.04678607259
0.0518;2.04726424612
0.052;2.04774244696
0.0522;2.04822067389
0.0524;2.04869892569
0.0526;2.04917720116
0.0528;2.04965549906
0.053;2.05013381819
0.0532;2.05061215731
0.0534;2.05108692394
0.0536;2.05152722738
0.0538;2.05196754776
0.054;2.05240788386
0.0542;2.05284823444
0.0544;2.05328859827
0.0546;2.05372897414
0.0548;2.05416936079
0.055;2.05460975702
0.0552;2.05505016157
0.0554;2.05549057322
0.0556;2.05593099073
0.0558;2.05637141288
0.056;2.05681183842
0.0562;2.05725226611
0.0564;2.05769269473
0.0566;2.05812931418
0.0568;2.05853485794
0.057;2.05894039945
0.0572;2.05934593749
0.0574;2.05975147081
0.0576;2.06015699817
0.0578;2.06056251833
0.058;2.06096803004
0.0582;2.06137353208
0.0584;2.06177902319
0.0586;2.06218450213
0.0588;2.06258996765
0.059;2.06299541853
0.0592;2.0634008535
0.0594;2.06380627133
0.0596;2.06421167078
0.0598;2.0646170506
0.06;2.06501132024
0.0602;2.06538465372
0.0604;2.06575796434
0.0606;2.06613125087
0.0608;2.06650451206
0.061;2.06687774667
0.0612;2.06725095345
0.0614;2.06762413115
0.0616;2.06799727854
0.0618;2.06837039437
0.062;2.0687434774
0.0622;2.06911652637
0.0624;2.06948954006
0.0626;2.06986251721
0.0628;2.07023545658
0.063;2.07060835693
0.0632;2.07098121702
0.0634;2.0713540356
0.0636;2.07170367137
0.0638;2.07204700522
0.064;2.07239029432
0.0642;2.07273353744
0.0644;2.07307673334
0.0646;2.07341988077
0.0648;2.0737629785
0.065;2.07410602529
0.0652;2.07444901991
0.0654;2.07479196111
0.0656;2.07513484767
0.0658;2.07547767834
0.066;2.07582045189
0.0662;2.07616316709
0.0664;2.0765058227
0.0666;2.0768484175
0.0668;2.07719095024
0.067;2.0775334197
0.0672;2.07786468807
0.0674;2.07817999045
0.0676;2.07849522633
0.0678;2.07881039449
0.068;2.0791254937
0.0682;2.07944052273
0.0684;2.07975548036
0.0686;2.08007036538
0.0688;2.08038517656
0.069;2.08069991267
0.0692;2.08101457251
0.0694;2.08132915486
0.0696;2.08164365849
0.0698;2.0819580822
0.07;2.08227242476
0.0702;2.08258668497
0.0704;2.08290086161
0.0706;2.08321495347
0.0708;2.08352895935
0.071;2.08383785726
0.0712;2.08412679486
0.0714;2.08441564332
0.0716;2.08470440145
0.0718;2.08499306802
0.072;2.08528164186
0.0722;2.08557012176
0.0724;2.08585850653
0.0726;2.08614679497
0.0728;2.08643498589
0.073;2.08672307809
0.0732;2.0870110704
0.0734;2.08729896162
0.0736;2.08758675056
0.0738;2.08787443604
0.074;2.08816201689
0.0742;2.0884494919
0.0744;2.08873685991
0.0746;2.08902411975
0.0748;2.08931127022
0.075;2.08959515877
0.0752;2.08985914483
0.0754;2.09012301848
0.0756;2.09038677856
0.0758;2.0906504239
0.076;2.09091395336
0.0762;2.09117736575
0.0764;2.09144065994
0.0766;2.09170383475
0.0768;2.09196688905
0.077;2.09222982167
0.0772;2.09249263146
0.0774;2.09275531728
0.0776;2.09301787799
0.0778;2.09328031243
0.078;2.09354261947
0.0782;2.09380479797
0.0784;2.09406684679
0.0786;2.09432876479
0.0788;2.09459055085
0.079;2.09485220383
0.0792;2.09510949484
0.0794;2.09534971343
0.0796;2.09558979606
0.0798;2.0958297416
0.08;2.09606954894
0.0802;2.09630921696
0.0804;2.09654874456
0.0806;2.09678813062
0.0808;2.09702737405
0.081;2.09726647374
0.0812;2.09750542859
0.0814;2.0977442375
0.0816;2.09798289938
0.0818;2.09822141313
0.082;2.09845977766
0.0822;2.09869799189
0.0824;2.09893605473
0.0826;2.09917396509
0.0828;2.09941172191
0.083;2.0996493241
0.0832;2.09988677059
0.0834;2.10012406031
0.0836;2.1003539667
0.0838;2.10057139703
0.084;2.1007886679
0.0842;2.10100577825
0.0844;2.10122272703
0.0846;2.10143951319
0.0848;2.10165613568
0.085;2.10187259345
0.0852;2.10208888547
0.0854;2.1023050107
0.0856;2.10252096809
0.0858;2.10273675663
0.086;2.10295237527
0.0862;2.103167823
0.0864;2.10338309878
0.0866;2.10359820161
0.0868;2.10381313046
0.087;2.10402788431
0.0872;2.10424246217
0.0874;2.10445686301
0.0876;2.10467108584
0.0878;2.10488512965
0.088;2.10509899344
0.0882;2.10530133219
0.0884;2.10549677333
0.0886;2.10569203201
0.0888;2.10588710727
0.089;2.1060819981
0.0892;2.10627670356
0.0894;2.10647122266
0.0896;2.10666555443
0.0898;2.10685969792
0.09;2.10705365217
0.0902;2.10724741621
0.0904;2.10744098909
0.0906;2.10763436987
0.0908;2.1078275576
0.091;2.10802055133
0.0912;2.10821335013
0.0914;2.10840595305
0.0916;2.10859835918
0.0918;2.10879056758
0.092;2.10898257732
0.0922;2.10917438749
0.0924;2.10936599717
0.0926;2.10955740544
0.0928;2.1097486114
0.093;2.1099236496
0.0932;2.11009774637
0.0934;2.11027163868
0.0936;2.11044532564
0.0938;2.11061880637
0.094;2.11079207998
0.0942;2.11096514559
0.0944;2.11113800233
0.0946;2.11131064933
0.0948;2.11148308573
0.095;2.11165531064
0.0952;2.11182732323
0.0954;2.11199912263
0.0956;2.11217070799
0.0958;2.11234207846
0.096;2.11251323321
0.0962;2.11268417138
0.0964;2.11285489215
0.0966;2.11302539468
0.0968;2.11319567815
0.097;2.11336574173
0.0972;2.1135355846
0.0974;2.11370520595
0.0976;2.11387460496
0.0978;2.11403862318
0.098;2.11419211772
0.0982;2.11434538813
0.0984;2.11449843359
0.0986;2.11465125334
0.0988;2.11480384659
0.099;2.11495621256
0.0992;2.11510835048
0.0994;2.11526025958
0.0996;2.11541193909
0.0998;2.11556338827
0.1;2.11571460635
0.1002;2.11586559257
0.1004;2.11601634621
0.1006;2.1161668665
0.1008;2.11631715272
0.101;2.11646720413
0.1012;2.11661702
0.1014;2.11676659961
0.1016;2.11691594223
0.1018;2.11706504716
0.102;2.11721391367
0.1022;2.11736254107
0.1024;2.11751092864
0.1026;2.1176590757
0.1028;2.11780698155
0.103;2.11794401688
0.1032;2.11807712413
0.1034;2.11820998875
0.1036;2.11834261007
0.1038;2.11847498742
0.104;2.11860712015
0.1042;2.11873900759
0.1044;2.1188706491
0.1046;2.11900204403
0.1048;2.11913319173
0.105;2.11926409158
0.1052;2.11939474293
0.1054;2.11952514515
0.1056;2.11965529764
0.1058;2.11978519975
0.106;2.11991485089
0.1062;2.12004425045
0.1064;2.12017339781
0.1066;2.12030229238
0.1068;2.12043093356
0.107;2.12055932077
0.1072;2.12068745342
0.1074;2.12081533093
0.1076;2.12094295272
0.1078;2.12107031823
0.108;2.12119742689
0.1082;2.12132211362
0.1084;2.12143544341
0.1086;2.12154851534
0.1088;2.12166132888
0.109;2.1217738835
0.1092;2.12188617864
0.1094;2.12199821381
0.1096;2.12210998846
0.1098;2.12222150208
0.11;2.12233275417
0.1102;2.12244374422
0.1104;2.12255447172
0.1106;2.12266493618
0.1108;2.1227751371
0.111;2.12288507401
0.1112;2.12299474643
0.1114;2.12310415386
0.1116;2.12321329586
0.1118;2.12332217194
0.112;2.12343078165
0.1122;2.12353912453
0.1124;2.12364720014
0.1126;2.12375500803
0.1128;2.12386254775
0.113;2.12396981888
0.1132;2.12407682098
0.1134;2.12418355363
0.1136;2.12429001642
0.1138;2.12438911917
0.114;2.12448274547
0.1142;2.12457610138
0.1144;2.1246691865
0.1146;2.12476200044
0.1148;2.12485454283
0.115;2.12494681327
0.1152;2.12503881141
0.1154;2.12513053687
0.1156;2.12522198929
0.1158;2.12531316831
0.116;2.12540407358
0.1162;2.12549470476
0.1164;2.12558506151
0.1166;2.12567514348
0.1168;2.12576495036
0.117;2.12585448181
0.1172;2.12594373752
0.1174;2.12603271717
0.1176;2.12612142045
0.1178;2.12620984707
0.118;2.12629799671
0.1182;2.1263858691
0.1184;2.12647346394
0.1186;2.12656078095
0.1188;2.12664781985
0.119;2.12673458038
0.1192;2.12682106227
0.1194;2.12690726526
0.1196;2.12698220099
0.1198;2.12705644235
0.12;2.12713040479
0.1202;2.12720408809
0.1204;2.12727749201
0.1206;2.12735061633
0.1208;2.12742346084
0.121;2.12749602532
0.1212;2.12756830958
0.1214;2.12764031339
0.1216;2.12771203659
0.1218;2.12778347896
0.122;2.12785464033
0.1222;2.12792552052
0.1224;2.12799611936
0.1226;2.12806643668
0.1228;2.12813647232
0.123;2.12820622612
0.1232;2.12827569793
0.1234;2.1283448876
0.1236;2.128413795
0.1238;2.12848241999
0.124;2.12855076245
0.1242;2.12861882225
0.1244;2.12868659927
0.1246;2.1287540934
0.1248;2.12882130454
0.125;2.12888823258
0.1252;2.12895487743
0.1254;2.12901801271
0.1256;2.12907351085
0.1258;2.12912872631
0.126;2.12918365902
0.1262;2.12923830891
0.1264;2.12929267594
0.1266;2.12934676005
0.1268;2.12940056119
0.127;2.12945407932
0.1272;2.12950731441
0.1274;2.12956026644
0.1276;2.12961293537
0.1278;2.12966532119
0.128;2.12971742389
0.1282;2.12976924346
0.1284;2.12982077991
0.1286;2.12987203322
0.1288;2.12992300343
0.129;2.12997369054
0.1292;2.13002409458
0.1294;2.13007421557
0.1296;2.13012405354
0.1298;2.13017360854
0.13;2.13022288062
0.1302;2.13027186981
0.1304;2.13032057619
0.1306;2.1303689998
0.1308;2.13041714072
0.131;2.13046499902
0.1312;2.13051257478
0.1314;2.13055986809
0.1316;2.13060116825
0.1318;2.13063807805
0.132;2.13067470648
0.1322;2.13071105363
0.1324;2.13074711963
0.1326;2.13078290459
0.1328;2.13081840865
0.133;2.13085363194
0.1332;2.1308885746
0.1334;2.13092323677
0.1336;2.13095761861
0.1338;2.13099172027
0.134;2.13102554192
0.1342;2.13105908371
0.1344;2.13109234584
0.1346;2.13112532847
0.1348;2.13115803179
0.135;2.13119045599
0.1352;2.13122260127
0.1354;2.13125446784
0.1356;2.13128605589
0.1358;2.13131736564
0.136;2.13134839732
0.1362;2.13137915114
0.1364;2.13140962734
0.1366;2.13143982615
0.1368;2.13146974782
0.137;2.1314993926
0.1372;2.13152876073
0.1374;2.13155785248
0.1376;2.13158666811
0.1378;2.13161520789
0.138;2.13163641355
0.1382;2.13165528777
0.1384;2.1316738878
0.1386;2.13169221392
0.1388;2.13171026644
0.139;2.13172804567
0.1392;2.13174555191
0.1394;2.13176278549
0.1396;2.13177974674
0.1398;2.13179643598
0.14;2.13181285355
0.1402;2.13182899979
0.1404;2.13184487505
0.1406;2.13186047969
0.1408;2.13187581405
0.141;2.13189087851
0.1412;2.13190567343
0.1414;2.13192019919
0.1416;2.13193445617
0.1418;2.13194844476
0.142;2.13196216534
0.1422;2.13197561833
0.1424;2.13198880412
0.1426;2.13200172311
0.1428;2.13201437573
0.143;2.1320267624
0.1432;2.13203888354
0.1434;2.13205073957
0.1436;2.13206233095
0.1438;2.13207365811
0.144;2.13208472149
0.1442;2.13209552156
0.1444;2.13210605878
0.1446;2.13210902025
0.1448;2.13211057048
0.145;2.13211186008
0.1452;2.13211288953
0.1454;2.13211365932
0.1456;2.13211416994
0.1458;2.13211442191
0.146;2.13211441571
0.1462;2.13211415187
0.1464;2.1321136309
0.1466;2.13211285333
0.1468;2.13211181968
0.147;2.13211053049
0.1472;2.13210898629
0.1474;2.13210718764
0.1476;2.13210513507
0.1478;2.13210282915
0.148;2.13210027044
0.1482;2.13209745949
0.1484;2.1320943969
0.1486;2.13209108322
0.1488;2.13208751905
0.149;2.13208370498
0.1492;2.13207964159
0.1494;2.13207532948
0.1496;2.13207076926
0.1498;2.13206596154
0.15;2.13206090693
0.1502;2.13205560606
0.1504;2.13205005954
0.1506;2.13204426801
0.1508;2.13203823211
0.151;2.13203195248
0.1512;2.13202542976
0.1514;2.13201212809
0.1516;2.13199726276
0.1518;2.13198215713
0.152;2.13196681188
0.1522;2.13195122767
0.1524;2.1319354052
0.1526;2.13191934514
0.1528;2.13190304819
0.153;2.13188651504
0.1532;2.13186974641
0.1534;2.13185274298
0.1536;2.13183550549
0.1538;2.13181803463
0.154;2.13180033114
0.1542;2.13178239575
0.1544;2.13176422919
0.1546;2.13174583219
0.1548;2.13172720549
0.155;2.13170834986
0.1552;2.13168926603
0.1554;2.13166995478
0.1556;2.13165041686
0.1558;2.13163065304
0.156;2.13161066409
0.1562;2.1315904508
0.1564;2.13157001395
0.1566;2.13154935432
0.1568;2.13152847272
0.157;2.13150736993
0.1572;2.13148604677
0.1574;2.13146450404
0.1576;2.13144274257
0.1578;2.13142076315
0.158;2.13139856663
0.1582;2.13137615383
0.1584;2.13134872311
0.1586;2.13131858228
0.1588;2.13128822849
0.159;2.1312576626
0.1592;2.13122688546
0.1594;2.13119589794
0.1596;2.1311647009
0.1598;2.13113329521
0.16;2.13110168174
0.1602;2.13106986138
0.1604;2.13103783502
0.1606;2.13100560353
0.1608;2.13097316781
0.161;2.13094052877
0.1612;2.1309076873
0.1614;2.13087464432
0.1616;2.13084140074
0.1618;2.13080795747
0.162;2.13077431545
0.1622;2.13074047559
0.1624;2.13070643883
0.1626;2.1306722061
0.1628;2.13063777835
0.163;2.13060315652
0.1632;2.13056834157
0.1634;2.13053333444
0.1636;2.13049813611
0.1638;2.13046274752
0.164;2.13042716966
0.1642;2.1303914035
0.1644;2.13035545001
0.1646;2.13031931017
0.1648;2.13028298498
0.165;2.13024647542
0.1652;2.1302097825
0.1654;2.13017290721
0.1656;2.13013365554
0.1658;2.13008964064
0.166;2.1300454472
0.1662;2.13000107624
0.1664;2.12995652879
0.1666;2.12991180587
0.1668;2.12986690852
0.167;2.12982183777
0.1672;2.12977659466
0.1674;2.12973118025
0.1676;2.12968559558
0.1678;2.1296398417
0.168;2.12959391968
0.1682;2.12954783058
0.1684;2.12950157547
0.1686;2.12945515542
0.1688;2.1294085715
0.169;2.12936182479
0.1692;2.12931491639
0.1694;2.12926784737
0.1696;2.12922061883
0.1698;2.12917323187
0.17;2.12912568759
0.1702;2.12907798709
0.1704;2.12903013148
0.1706;2.12898212187
0.1708;2.12893395939
0.171;2.12888564515
0.1712;2.12883718029
0.1714;2.12878856591
0.1716;2.12873980317
0.1718;2.1286908932
0.172;2.12864183714
0.1722;2.12859263613
0.1724;2.12854329133
0.1726;2.12849380388
0.1728;2.12844417494
0.173;2.12839440568
0.1732;2.12833939805
0.1734;2.12828305744
0.1736;2.12822658079
0.1738;2.12816996928
0.174;2.12811322407
0.1742;2.12805634637
0.1744;2.12799933735
0.1746;2.1279421982
0.1748;2.12788493013
0.175;2.12782753434
0.1752;2.12777001202
0.1754;2.12771236438
0.1756;2.12765459264
0.1758;2.127596698
0.176;2.12753868169
0.1762;2.12748054492
0.1764;2.12742228892
0.1766;2.12736391493
0.1768;2.12730542416
0.177;2.12724681785
0.1772;2.12718809725
0.1774;2.1271292636
0.1776;2.12707031814
0.1778;2.12701126211
0.178;2.12695209678
0.1782;2.1268928234
0.1784;2.12683344323
0.1786;2.12677395752
0.1788;2.12671436755
0.179;2.12665467459
0.1792;2.1265948799
0.1794;2.12653498477
0.1796;2.12647499047
0.1798;2.12641489828
0.18;2.12635470949
0.1802;2.12629442539
0.1804;2.12623404727
0.1806;2.12617357642
0.1808;2.12611244391
0.181;2.1260459459
0.1812;2.1259793598
0.1814;2.12591268694
0.1816;2.12584592862
0.1818;2.12577908615
0.182;2.12571216086
0.1822;2.12564515406
0.1824;2.12557806707
0.1826;2.12551090123
0.1828;2.12544365785
0.183;2.12537633828
0.1832;2.12530894385
0.1834;2.12524147588
0.1836;2.12517393574
0.1838;2.12510632474
0.184;2.12503864426
0.1842;2.12497089562
0.1844;2.12490308019
0.1846;2.12483519932
0.1848;2.12476725437
0.185;2.12469924669
0.1852;2.12463117764
0.1854;2.1245630486
0.1856;2.12449486093
0.1858;2.124426616
0.186;2.12435831518
0.1862;2.12428995985
0.1864;2.12422155139
0.1866;2.12415309118
0.1868;2.1240845806
0.187;2.12401602103
0.1872;2.12394741387
0.1874;2.1238787605
0.1876;2.12381006233
0.1878;2.12374132073
0.188;2.12367253712
0.1882;2.12360371288
0.1884;2.12353484943
0.1886;2.12346594817
0.1888;2.1233961032
0.189;2.12332170244
0.1892;2.12324726881
0.1894;2.12317280371
0.1896;2.12309830856
0.1898;2.12302378478
0.19;2.12294923379
0.1902;2.12287465702
0.1904;2.12280005587
0.1906;2.1227254318
0.1908;2.12265078621
0.191;2.12257612055
0.1912;2.12250143625
0.1914;2.12242673474
0.1916;2.12235201746
0.1918;2.12227728585
0.192;2.12220254135
0.1922;2.1221277854
0.1924;2.12205301945
0.1926;2.12197824494
0.1928;2.12190346333
0.193;2.12182867606
0.1932;2.12175388458
0.1934;2.12167909036
0.1936;2.12160429484
0.1938;2.12152949948
0.194;2.12145470574
0.1942;2.12137991509
0.1944;2.12130512898
0.1946;2.12123034889
0.1948;2.12115557626
0.195;2.12108081258
0.1952;2.12100605932
0.1954;2.12093131793
0.1956;2.1208565899
0.1958;2.1207818767
0.196;2.12070717981
0.1962;2.12063250069
0.1964;2.12055784084
0.1966;2.12048320172
0.1968;2.12040858482
0.197;2.12033399162
0.1972;2.12025438503
0.1974;2.12017480425
0.1976;2.12009525227
0.1978;2.1200157306
0.198;2.11993624071
0.1982;2.11985678409
0.1984;2.11977736225
0.1986;2.11969797666
0.1988;2.11961862882
0.199;2.11953932023
0.1992;2.11946005239
0.1994;2.11938082678
0.1996;2.11930164491
0.1998;2.11922250828
0.2;2.11914341838
0.2002;2.11906437672
0.2004;2.1189853848
0.2006;2.11890644412
0.2008;2.11882755619
0.201;2.1187487225
0.2012;2.11866994457
0.2014;2.1185912239
0.2016;2.118512562
0.2018;2.11843396038
0.202;2.11835542055
0.2022;2.11827694401
0.2024;2.11819853227
0.2026;2.11812018685
0.2028;2.11804190926
0.203;2.11796370102
0.2032;2.11788556362
0.2034;2.11780749859
0.2036;2.11772950745
0.2038;2.1176515917
0.204;2.11757375287
0.2042;2.11749599246
0.2044;2.117418312
0.2046;2.117340713
0.2048;2.11726319698
0.205;2.11718576546
0.2052;2.11710841995
0.2054;2.11703116198
0.2056;2.11695129736
0.2058;2.11686954009
0.206;2.11678787552
0.2062;2.11670630514
0.2064;2.1166248305
0.2066;2.1165434531
0.2068;2.11646217447
0.207;2.11638099612
0.2072;2.11629991959
0.2074;2.11621894638
0.2076;2.11613807801
0.2078;2.11605731602
0.208;2.11597666192
0.2082;2.11589611723
0.2084;2.11581568347
0.2086;2.11573536216
0.2088;2.11565515483
0.209;2.11557506299
0.2092;2.11549508817
0.2094;2.11541523188
0.2096;2.11533549565
0.2098;2.11525588099
0.21;2.11517638944
0.2102;2.1150970225
0.2104;2.11501778169
0.2106;2.11493866855
0.2108;2.11485968458
0.211;2.1147808313
0.2112;2.11470211024
0.2114;2.11462352291
0.2116;2.11454507083
0.2118;2.11446675552
0.212;2.11438857849
0.2122;2.11431054126
0.2124;2.11423264536
0.2126;2.11415489229
0.2128;2.11407728356
0.213;2.1139998207
0.2132;2.11392250523
0.2134;2.11384533864
0.2136;2.11376832246
0.2138;2.1136914582
0.214;2.11361474737
0.2142;2.11353819148
0.2144;2.1134579819
0.2146;2.11337739706
0.2148;2.11329697222
0.215;2.11321670889
0.2152;2.11313660858
0.2154;2.11305667279
0.2156;2.11297690302
0.2158;2.11289730078
0.216;2.11281786758
0.2162;2.11273860491
0.2164;2.11265951428
0.2166;2.11258059718
0.2168;2.11250185513
0.217;2.1124232896
0.2172;2.11234490211
0.2174;2.11226669415
0.2176;2.11218866721
0.2178;2.11211082279
0.218;2.11203316239
0.2182;2.11195568748
0.2184;2.11187839957
0.2186;2.11180130014
0.2188;2.11172439068
0.219;2.11164767268
0.2192;2.11157114762
0.2194;2.11149481699
0.2196;2.11141868228
0.2198;2.11134274495
0.22;2.1112670065
0.2202;2.11119146841
0.2204;2.11111613214
0.2206;2.11104099918
0.2208;2.11096607101
0.221;2.11089134908
0.2212;2.11081683489
0.2214;2.11074252989
0.2216;2.11066843556
0.2218;2.11059455336
0.222;2.11052088476
0.2222;2.11044743123
0.2224;2.11037419422
0.2226;2.11030117519
0.2228;2.11022837562
0.223;2.11015579694
0.2232;2.11008344062
0.2234;2.11000774489
0.2236;2.10993180597
0.2238;2.10985609423
0.224;2.10978061111
0.2242;2.10970535805
0.2244;2.1096303365
0.2246;2.10955554791
0.2248;2.1094809937
0.225;2.10940667532
0.2252;2.1093325942
0.2254;2.10925875179
0.2256;2.1091851495
0.2258;2.10911178877
0.226;2.10903867102
0.2262;2.10896579769
0.2264;2.10889317019
0.2266;2.10882078995
0.2268;2.10874865839
0.227;2.10867677692
0.2272;2.10860514695
0.2274;2.10853376991
0.2276;2.1084626472
0.2278;2.10839178022
0.228;2.10832117039
0.2282;2.10825081911
0.2284;2.10818072778
0.2286;2.10811089779
0.2288;2.10804133055
0.229;2.10797202745
0.2292;2.10790298988
0.2294;2.10783421923
0.2296;2.10776571688
0.2298;2.10769748423
0.23;2.10762952265
0.2302;2.10756183352
0.2304;2.10749441822
0.2306;2.10742727812
0.2308;2.10736041459
0.231;2.10729382901
0.2312;2.10722752274
0.2314;2.10716149714
0.2316;2.10709575358
0.2318;2.10703029341
0.232;2.10696511799
0.2322;2.10690022867
0.2324;2.1068356268
0.2326;2.1067691555
0.2328;2.10670139037
0.233;2.10663391711
0.2332;2.10656673705
0.2334;2.10649985153
0.2336;2.10643326188
0.2338;2.10636696943
0.234;2.10630097551
0.2342;2.10623528144
0.2344;2.10616988853
0.2346;2.10610479811
0.2348;2.10604001149
0.235;2.10597552998
0.2352;2.10591135489
0.2354;2.10584748751
0.2356;2.10578392916
0.2358;2.10572068113
0.236;2.10565774471
0.2362;2.10559512121
0.2364;2.1055328119
0.2366;2.10547081807
